timestamp,PM2.5,PM10,Temperature,Humidity,CO,epa_aqi,epa_category,ml_aqi,ml_category
2025-05-14 05:17:58+00:00,19.0,21.0,30.9,53.0,12.0,143.2,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:18:31+00:00,19.0,21.0,30.9,53.0,10.0,109.4,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:19:04+00:00,18.0,19.0,30.9,52.0,11.0,126.3,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:19:37+00:00,19.0,20.0,30.9,53.0,11.0,126.3,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:20:11+00:00,19.0,20.0,30.8,53.0,11.0,126.3,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:20:44+00:00,18.0,20.0,30.8,52.0,10.0,109.4,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:21:17+00:00,18.0,20.0,30.9,52.0,10.0,109.4,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:21:50+00:00,18.0,20.0,30.9,53.0,10.0,109.4,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:22:24+00:00,18.0,20.0,30.9,53.0,11.0,126.3,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:22:57+00:00,18.0,20.0,30.9,53.0,10.0,109.4,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:23:30+00:00,18.0,20.0,30.9,53.0,11.0,126.3,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:24:03+00:00,18.0,20.0,30.9,53.0,10.0,109.4,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:24:36+00:00,18.0,20.0,30.9,52.0,10.0,109.4,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:25:09+00:00,18.0,20.0,30.8,53.0,11.0,126.3,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 05:25:43+00:00,17.0,18.0,30.9,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:26:16+00:00,17.0,19.0,30.9,53.0,12.0,143.2,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:26:50+00:00,17.0,19.0,30.8,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:27:23+00:00,17.0,18.0,30.8,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:27:57+00:00,17.0,18.0,31.0,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:28:30+00:00,17.0,18.0,31.0,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:29:03+00:00,17.0,18.0,31.0,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:29:36+00:00,17.0,17.0,31.0,53.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:30:09+00:00,17.0,17.0,30.9,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:30:43+00:00,13.0,16.0,30.9,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:31:16+00:00,13.0,16.0,31.1,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:31:49+00:00,13.0,16.0,31.1,52.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:32:22+00:00,13.0,16.0,31.1,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:32:55+00:00,13.0,16.0,31.0,52.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:33:28+00:00,13.0,16.0,31.0,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:34:05+00:00,13.0,16.0,31.0,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:34:38+00:00,13.0,16.0,30.9,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:35:11+00:00,17.0,19.0,31.0,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:35:44+00:00,17.0,19.0,30.9,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:36:17+00:00,11.0,15.0,30.9,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:36:51+00:00,11.0,15.0,30.9,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:37:24+00:00,12.0,16.0,30.9,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:37:57+00:00,12.0,16.0,31.0,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:38:30+00:00,12.0,16.0,31.0,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:39:03+00:00,14.0,18.0,31.0,53.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:39:37+00:00,14.0,18.0,31.0,53.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:40:10+00:00,14.0,18.0,31.0,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:40:43+00:00,14.0,17.0,31.0,53.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:41:16+00:00,14.0,17.0,30.9,52.0,11.0,126.3,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:41:50+00:00,11.0,18.0,30.9,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 05:42:23+00:00,11.0,18.0,30.8,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:42:56+00:00,17.0,18.0,30.8,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:43:29+00:00,17.0,19.0,30.8,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:44:02+00:00,17.0,19.0,30.8,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:44:36+00:00,17.0,19.0,30.8,52.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 05:45:09+00:00,17.0,19.0,30.7,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:45:42+00:00,17.0,18.0,30.8,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:46:16+00:00,17.0,18.0,30.8,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:46:49+00:00,13.0,18.0,30.8,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:47:22+00:00,13.0,18.0,30.7,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:47:55+00:00,14.0,19.0,30.8,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 05:48:28+00:00,14.0,19.0,30.8,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 05:49:02+00:00,14.0,19.0,30.8,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:49:35+00:00,17.0,19.0,30.7,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:50:08+00:00,15.0,18.0,30.7,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:50:42+00:00,16.0,19.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 05:51:15+00:00,16.0,19.0,30.8,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:51:48+00:00,16.0,19.0,30.7,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:52:22+00:00,15.0,18.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 05:52:59+00:00,16.0,18.0,30.7,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:53:33+00:00,16.0,18.0,30.6,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:54:06+00:00,18.0,18.0,30.7,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:54:39+00:00,18.0,18.0,30.6,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:55:12+00:00,17.0,17.0,30.6,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:55:47+00:00,17.0,17.0,30.6,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:56:20+00:00,17.0,17.0,30.7,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:56:53+00:00,18.0,18.0,30.6,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:57:26+00:00,18.0,18.0,30.7,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:58:00+00:00,18.0,19.0,30.8,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 05:58:33+00:00,18.0,20.0,30.8,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 05:59:06+00:00,18.0,20.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 05:59:39+00:00,19.0,20.0,30.8,52.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 06:00:13+00:00,19.0,20.0,30.8,52.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 06:00:46+00:00,19.0,20.0,30.8,52.0,10.0,109.4,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 06:01:19+00:00,19.0,20.0,30.8,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:01:55+00:00,19.0,20.0,30.9,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:02:28+00:00,15.0,19.0,30.8,52.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 06:03:06+00:00,15.0,19.0,30.8,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 06:03:39+00:00,15.0,19.0,30.7,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:04:51+00:00,16.0,20.0,30.8,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:05:24+00:00,16.0,20.0,30.8,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:05:57+00:00,16.0,20.0,30.8,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:06:31+00:00,16.0,20.0,30.8,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:07:04+00:00,19.0,19.0,30.9,52.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 06:07:37+00:00,19.0,19.0,30.9,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:08:11+00:00,18.0,19.0,30.9,52.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 06:08:44+00:00,18.0,19.0,30.8,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:09:17+00:00,18.0,20.0,30.9,52.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 06:09:50+00:00,19.0,21.0,30.9,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:10:23+00:00,19.0,21.0,30.9,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:10:56+00:00,14.0,17.0,30.8,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 06:11:29+00:00,14.0,17.0,30.9,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 06:12:02+00:00,14.0,17.0,30.8,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:12:39+00:00,14.0,17.0,30.8,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:13:13+00:00,15.0,15.0,30.9,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:13:46+00:00,15.0,15.0,30.8,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:14:19+00:00,16.0,16.0,30.9,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:14:53+00:00,16.0,22.0,30.8,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:15:26+00:00,16.0,22.0,30.9,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:16:00+00:00,16.0,21.0,30.8,52.0,8.0,86.0,Moderate,85.5,Moderate
2025-05-14 06:16:33+00:00,14.0,16.0,30.9,52.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:17:06+00:00,14.0,16.0,30.9,52.0,10.0,109.4,Unhealthy for Sensitive Groups,105.8,Unhealthy for Sensitive Groups
2025-05-14 06:17:39+00:00,17.0,21.0,30.8,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:18:13+00:00,16.0,21.0,30.9,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:18:46+00:00,16.0,21.0,30.9,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:19:20+00:00,15.0,20.0,31.0,52.0,8.0,86.0,Moderate,85.5,Moderate
2025-05-14 06:19:53+00:00,15.0,20.0,30.9,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:20:26+00:00,14.0,17.0,30.9,52.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 06:20:59+00:00,14.0,17.0,30.9,52.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 06:21:32+00:00,18.0,20.0,30.8,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:22:05+00:00,18.0,20.0,30.7,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:22:38+00:00,18.0,20.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:23:11+00:00,18.0,21.0,30.8,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:23:45+00:00,18.0,20.0,30.7,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:24:18+00:00,18.0,20.0,30.6,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:24:51+00:00,18.0,20.0,30.6,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 06:25:25+00:00,17.0,19.0,30.7,52.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 06:25:57+00:00,18.0,20.0,30.7,51.0,10.0,109.4,Unhealthy for Sensitive Groups,106.0,Unhealthy for Sensitive Groups
2025-05-14 06:26:31+00:00,18.0,20.0,30.6,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:27:04+00:00,20.0,23.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:27:37+00:00,19.0,21.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:28:10+00:00,19.0,21.0,30.6,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:28:43+00:00,19.0,21.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:29:16+00:00,21.0,23.0,30.6,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:29:50+00:00,21.0,24.0,30.6,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:30:23+00:00,21.0,23.0,30.5,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:30:56+00:00,21.0,23.0,30.6,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:31:29+00:00,21.0,23.0,30.5,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:32:02+00:00,21.0,23.0,30.6,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:32:35+00:00,21.0,23.0,30.5,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:33:09+00:00,20.0,25.0,30.6,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:33:42+00:00,20.0,25.0,30.5,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 06:34:17+00:00,20.0,24.0,30.5,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 06:34:51+00:00,20.0,24.0,30.5,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:35:24+00:00,20.0,24.0,30.4,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 06:35:57+00:00,20.0,24.0,30.5,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 06:36:30+00:00,21.0,23.0,30.5,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:37:03+00:00,23.0,26.0,30.5,51.0,9.0,96.0,Moderate,91.4,Moderate
2025-05-14 06:37:37+00:00,23.0,26.0,30.5,51.0,9.0,96.0,Moderate,91.4,Moderate
2025-05-14 06:38:10+00:00,21.0,23.0,30.5,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:38:43+00:00,21.0,23.0,30.6,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:39:16+00:00,21.0,23.0,30.5,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:39:49+00:00,22.0,24.0,30.6,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 06:40:22+00:00,22.0,24.0,30.5,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 06:40:55+00:00,22.0,24.0,30.6,50.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 06:41:28+00:00,22.0,25.0,30.5,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:42:01+00:00,22.0,25.0,30.5,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 06:42:35+00:00,22.0,25.0,30.5,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 06:43:07+00:00,22.0,25.0,30.6,50.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 06:43:43+00:00,21.0,22.0,30.4,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:44:17+00:00,21.0,23.0,30.5,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:44:52+00:00,20.0,21.0,30.4,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:45:25+00:00,20.0,21.0,30.5,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 06:45:59+00:00,21.0,22.0,30.5,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:46:32+00:00,21.0,22.0,30.5,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 06:47:05+00:00,21.0,22.0,30.4,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 06:48:13+00:00,21.0,24.0,30.4,50.0,7.0,76.0,Moderate,76.3,Moderate
2025-05-14 06:48:46+00:00,19.0,20.0,30.5,51.0,7.0,76.0,Moderate,75.9,Moderate
2025-05-14 06:49:22+00:00,19.0,20.0,30.5,50.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 06:49:55+00:00,19.0,20.0,30.5,50.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 06:51:41+00:00,20.0,21.0,30.5,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 06:57:42+00:00,23.0,23.0,30.8,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 06:58:15+00:00,22.0,23.0,30.8,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 06:58:48+00:00,22.0,22.0,30.8,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 06:59:21+00:00,19.0,21.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:03:09+00:00,21.0,22.0,30.8,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 07:03:42+00:00,22.0,23.0,30.7,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 07:04:15+00:00,22.0,23.0,30.7,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 07:04:49+00:00,20.0,21.0,30.7,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 07:05:22+00:00,20.0,21.0,30.8,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:05:55+00:00,20.0,21.0,30.7,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 07:06:28+00:00,17.0,21.0,30.8,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:07:01+00:00,17.0,21.0,30.7,51.0,8.0,86.0,Moderate,85.5,Moderate
2025-05-14 07:07:34+00:00,18.0,21.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:08:07+00:00,18.0,22.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:08:40+00:00,21.0,23.0,30.7,51.0,7.0,76.0,Moderate,76.3,Moderate
2025-05-14 07:09:13+00:00,22.0,24.0,30.7,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 07:09:46+00:00,21.0,23.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:10:19+00:00,22.0,24.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:10:52+00:00,22.0,24.0,30.7,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 07:11:25+00:00,22.0,24.0,30.7,51.0,8.0,86.0,Moderate,86.3,Moderate
2025-05-14 07:11:58+00:00,22.0,23.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:12:32+00:00,18.0,19.0,30.7,51.0,9.0,96.0,Moderate,91.3,Moderate
2025-05-14 07:13:05+00:00,18.0,19.0,30.7,51.0,7.0,76.0,Moderate,75.9,Moderate
2025-05-14 07:13:38+00:00,18.0,19.0,30.6,52.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:14:11+00:00,18.0,19.0,30.6,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:14:45+00:00,18.0,19.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:15:18+00:00,18.0,19.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:15:51+00:00,17.0,18.0,30.6,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:16:24+00:00,18.0,19.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:16:57+00:00,19.0,20.0,30.6,52.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:17:30+00:00,18.0,20.0,30.7,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:18:03+00:00,19.0,21.0,30.6,51.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 07:18:36+00:00,19.0,21.0,30.6,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:19:10+00:00,19.0,21.0,30.8,51.0,9.0,96.0,Moderate,91.2,Moderate
2025-05-14 07:19:43+00:00,18.0,20.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:20:16+00:00,18.0,20.0,30.7,52.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:20:49+00:00,20.0,21.0,30.7,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 07:21:23+00:00,21.0,22.0,30.7,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 07:21:56+00:00,21.0,23.0,30.7,51.0,8.0,86.0,Moderate,86.2,Moderate
2025-05-14 07:22:29+00:00,19.0,20.0,30.7,51.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 07:23:02+00:00,19.0,19.0,30.7,51.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 07:23:35+00:00,19.0,19.0,30.8,51.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 07:24:08+00:00,19.0,19.0,30.8,51.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 07:24:41+00:00,19.0,21.0,30.7,51.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 07:25:14+00:00,18.0,20.0,30.8,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:25:47+00:00,18.0,20.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:26:21+00:00,18.0,20.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:26:54+00:00,20.0,21.0,30.8,51.0,7.0,76.0,Moderate,75.9,Moderate
2025-05-14 07:27:27+00:00,20.0,21.0,30.8,51.0,8.0,86.0,Moderate,86.1,Moderate
2025-05-14 07:28:00+00:00,20.0,21.0,30.8,51.0,7.0,76.0,Moderate,75.9,Moderate
2025-05-14 07:28:33+00:00,17.0,17.0,30.8,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:29:06+00:00,17.0,17.0,30.8,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:29:39+00:00,17.0,17.0,30.8,51.0,7.0,76.0,Moderate,75.8,Moderate
2025-05-14 07:30:13+00:00,18.0,18.0,30.8,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:30:46+00:00,18.0,18.0,30.6,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:31:19+00:00,18.0,18.0,30.7,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:31:52+00:00,18.0,18.0,30.6,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:32:25+00:00,19.0,21.0,30.7,51.0,7.0,76.0,Moderate,75.9,Moderate
2025-05-14 07:34:13+00:00,17.0,19.0,30.6,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:34:46+00:00,16.0,19.0,30.6,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:35:19+00:00,16.0,18.0,30.6,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:35:52+00:00,17.0,19.0,30.6,51.0,7.0,76.0,Moderate,75.8,Moderate
2025-05-14 07:36:25+00:00,19.0,20.0,30.6,51.0,7.0,76.0,Moderate,75.9,Moderate
2025-05-14 07:37:05+00:00,19.0,21.0,30.5,51.0,8.0,86.0,Moderate,85.9,Moderate
2025-05-14 07:38:17+00:00,18.0,20.0,30.5,51.0,8.0,86.0,Moderate,85.6,Moderate
2025-05-14 07:39:26+00:00,18.0,20.0,30.5,52.0,7.0,76.0,Moderate,75.9,Moderate
2025-05-14 07:39:59+00:00,20.0,21.0,30.5,52.0,8.0,86.0,Moderate,86.1,Moderate
